loan_id, no_of_dependents, education, self_employed, income_annum, loan_amount, loan_term, cibil_score, residential_assets_value, commercial_assets_value, luxury_assets_value, bank_asset_value, loan_status
5060,5,Not Graduate,Yes,1812743,22599355,6,422,18107944,20840284,11516163,8051964,Rejected
5061,0,Graduate,Yes,7920105,22731798,10,699,1029242,28556712,7530577,21603101,Rejected
5062,3,Graduate,Yes,604195,14559001,16,486,2167626,2284798,19837681,3244811,Rejected
5063,2,Not Graduate,Yes,7508443,18539587,4,752,20485417,1532337,23500216,22658039,Rejected
5064,0,Not Graduate,No,5776728,21035161,12,751,8738676,783566,7770032,15706914,Rejected
5065,3,Not Graduate,No,4601036,26056359,18,448,13893536,11299867,11558059,19811148,Rejected
5066,5,Not Graduate,No,2665251,23438280,16,403,7283377,7596713,2818767,621747,Rejected
5067,3,Graduate,No,7803693,21546166,16,542,14412350,10456399,24641610,10884510,Approved
5068,5,Graduate,No,3714850,17920196,16,761,7017955,16194123,16508173,11233125,Approved
5069,2,Graduate,No,8483439,11822611,14,530,14178280,16424563,13920130,18058474,Approved
5070,5,Graduate,No,9374883,24278001,16,778,13686458,13118532,29032434,4623190,Approved
5071,0,Not Graduate,Yes,9187479,18034570,12,505,11813246,779105,5864049,15659715,Rejected
5072,2,Graduate,Yes,8768541,8863438,4,497,2738384,23874281,9850941,21200691,Approved
5073,0,Graduate,Yes,3449281,29372767,4,695,17182127,9305600,8958825,11908175,Rejected
5074,4,Not Graduate,Yes,7856061,23731291,16,699,2508164,16997542,25289023,4361862,Approved
5075,1,Graduate,No,1794929,15991637,2,636,20096559,13893337,5531052,983061,Rejected
5076,5,Graduate,No,3004594,28082984,12,792,6174943,4513552,6321001,296412,Rejected
5077,1,Graduate,No,1743294,8972368,12,386,12032002,6637935,14235345,14787402,Approved
5078,1,Graduate,Yes,4067675,29481082,8,441,26902899,3522810,27294649,10960311,Approved
5079,5,Graduate,No,8211634,3235883,20,616,17946286,11615066,17201406,10774240,Rejected
5080,2,Graduate,No,9785424,11939590,6,498,16487869,26612567,23520787,11275833,Rejected
5081,4,Not Graduate,No,2914802,1764265,6,345,16261730,22257570,3472696,28398684,Rejected
5082,0,Not Graduate,Yes,943031,24408056,2,587,12525683,29650605,2120677,14857318,Approved
5083,3,Graduate,No,9979276,23446105,6,314,171277,6575273,27845068,11084171,Approved
5084,0,Graduate,Yes,6944345,15793752,8,343,29852094,9289461,28388813,9886726,Rejected
5085,3,Not Graduate,Yes,3290373,1308617,10,700,10782063,14196646,19375195,26966655,Approved
5086,0,Graduate,Yes,4416643,12368954,6,468,7351548,4447321,10404915,1594362,Rejected
5087,5,Graduate,Yes,7561183,1744748,12,609,1361212,17429040,7524132,28906038,Approved
5088,4,Graduate,No,3787058,13025170,10,794,15495582,12916157,25072135,10457318,Approved
5089,3,Not Graduate,Yes,6010493,28220234,6,343,5880926,2906405,12350251,28812137,Approved
5090,2,Graduate,Yes,790998,22864908,12,397,18380560,28337046,18881633,6318653,Approved
5091,0,Not Graduate,No,5355920,28643572,12,560,28439575,22643861,25975019,9396313,Approved
5092,0,Graduate,No,2328022,17439751,16,408,27635315,24846768,22226820,6400231,Rejected
5093,3,Not Graduate,Yes,6867712,14495655,4,582,13810326,4569146,12598645,8151496,Rejected
5094,2,Not Graduate,No,1909854,1734275,2,671,11310929,19248072,17675844,21817576,Approved
5095,2,Graduate,Yes,8497043,23991854,8,642,6562865,19916998,3761054,23933281,Rejected
5096,5,Not Graduate,Yes,681360,10686427,14,403,6929909,27543766,2396716,27948364,Rejected
5097,5,Graduate,Yes,2944026,10422794,20,555,15323853,18427440,14670472,7451062,Approved
5098,5,Not Graduate,Yes,3015419,9987114,6,678,24890865,18125271,10944125,25482614,Rejected
5099,5,Graduate,No,6032410,23216512,6,505,1381710,26021607,26235458,10304803,Approved
5100,5,Graduate,Yes,4638286,7194224,10,634,2591822,21872886,27509277,20324696,Rejected
5101,5,Not Graduate,No,8833100,9945326,10,342,2057797,2230653,9734257,20564631,Rejected
5102,4,Graduate,No,7393728,15703155,20,652,25967642,584942,26167499,25211536,Rejected
5103,2,Graduate,No,4084197,7024293,6,544,13406769,4563870,2057244,10885249,Rejected
5104,5,Not Graduate,No,811955,7193367,18,586,27384611,1420654,14842498,4528268,Rejected
5105,2,Graduate,Yes,2627599,27762677,8,654,27961590,10605735,2707929,18999710,Rejected
5106,2,Graduate,No,5433594,6318331,6,572,21192455,25889327,14240440,10052700,Rejected
5107,1,Not Graduate,Yes,5335451,26518238,4,775,28365186,28664882,12237052,29696625,Approved
5108,4,Not Graduate,No,4882794,20741160,20,382,19878589,28677930,10563357,17264923,Approved
5109,5,Graduate,No,7823494,11736301,18,409,19577390,8355425,28308360,16869307,Approved
5110,0,Graduate,Yes,7199144,12152153,8,737,17650636,22646710,27006873,22368154,Approved
5111,3,Not Graduate,Yes,5198713,29681968,6,489,6002024,15806167,4272513,893150,Rejected
5112,0,Not Graduate,Yes,8367791,4948401,14,770,8881111,25514672,20705341,15090407,Rejected
5113,4,Graduate,No,4290328,1124932,16,587,4412903,27163003,20902402,15974862,Rejected
5114,3,Not Graduate,No,5789730,23011475,4,723,10723679,1481177,20115885,23283232,Approved
5115,4,Graduate,Yes,4937610,26433907,14,696,19343036,16944207,28987971,8924435,Approved
5116,2,Graduate,Yes,3739536,16841640,10,550,27666335,21068472,9012760,8042153,Approved
5117,3,Graduate,Yes,2826133,11140106,10,511,14116095,3992942,25079474,26098020,Rejected
5118,2,Graduate,Yes,8448140,24628023,6,590,12467421,27596236,10634380,10438344,Approved
5119,0,Graduate,No,6220626,7280757,10,432,22611827,21437326,7738667,22295574,Rejected
5120,0,Not Graduate,Yes,6721714,7784672,4,500,22311664,26041882,21138082,25063367,Approved
5121,3,Not Graduate,Yes,6874825,21655025,8,584,11885324,16162243,2304310,20717279,Rejected
5122,3,Not Graduate,Yes,5505858,22653925,12,625,6332961,5914063,976264,25587567,Approved
5123,5,Not Graduate,Yes,7528722,27724250,2,708,8369597,27308991,12482177,24001805,Rejected
5124,4,Graduate,No,8721252,15069473,20,394,24219726,25268701,12869365,26729306,Approved
5125,5,Graduate,Yes,9475708,12619039,8,577,24179947,13908971,8323880,10019480,Approved
5126,4,Graduate,No,3915871,3592316,12,749,17721677,28834717,7299243,1525068,Rejected
5127,5,Graduate,Yes,2377971,17143481,18,728,1467256,24776099,13703743,29780052,Rejected
5128,2,Not Graduate,Yes,8497488,6895725,4,624,21126241,29754050,3928094,14297708,Approved
5129,3,Graduate,No,7314612,26455044,14,518,14591057,7961813,11354091,10553060,Rejected
5130,0,Graduate,Yes,5463401,16981957,12,388,13593077,6962544,22573102,29751535,Approved
5131,4,Not Graduate,No,3366757,6438757,4,371,7112646,21896021,29585537,29300601,Rejected
5132,4,Not Graduate,No,6413318,10783893,16,546,21108188,18322545,6531423,20114229,Approved
5133,0,Not Graduate,Yes,7241286,14064637,14,428,8667126,15395832,19567569,29140356,Rejected
5134,5,Not Graduate,No,2077969,29088529,10,511,23711646,19849969,5185356,7716492,Approved
5135,4,Graduate,No,4151387,3664749,10,727,20188863,17168886,28227140,28410523,Approved
5136,2,Graduate,No,2211672,14436812,14,642,7725976,21403259,2465849,11472170,Approved
5137,3,Not Graduate,No,6405950,24506142,18,395,23876133,26860336,2933865,18913112,Rejected
5138,0,Graduate,No,3712883,21776669,18,374,2705421,7627339,23444267,21349746,Approved
5139,3,Graduate,No,3528631,27572802,18,722,26530183,12207414,7587145,19193954,Rejected
5140,4,Graduate,No,7732212,8246813,12,794,26328410,29971924,22807295,6158382,Rejected
5141,4,Not Graduate,No,6923959,20699205,20,353,22575489,13322039,8970922,27873254,Rejected
5142,0,Graduate,Yes,7484297,1984156,12,643,13106384,1350339,6147454,27122502,Approved
5143,2,Not Graduate,Yes,4524733,21490759,6,758,25572708,11808606,7907288,15049125,Rejected
5144,1,Graduate,No,5359221,27029483,2,712,29619149,29318187,12229793,2332127,Rejected
5145,0,Graduate,Yes,4301250,14331690,14,353,8535640,3734942,19282916,11013698,Rejected
5146,1,Graduate,No,9840854,11625643,8,517,6942263,8429241,145693,1926252,Approved
5147,5,Not Graduate,No,519675,18981136,2,315,28453981,26423126,1649734,2074278,Rejected
5148,1,Graduate,Yes,8962605,20885807,16,398,4652124,9440501,12076798,27184676,Rejected
5149,2,Not Graduate,No,9856169,12999562,12,319,1362516,12890036,9299397,21761142,Rejected
5150,5,Not Graduate,No,986799,18525068,12,345,19152316,10266774,17662837,10533873,Rejected
5151,1,Not Graduate,No,7310805,17300081,4,750,16380660,13294235,15244854,21111381,Approved
5152,5,Graduate,No,2738057,10545226,2,492,22004757,28752399,12881730,9469309,Approved
5153,1,Graduate,Yes,4964344,6296990,4,682,1718562,20627620,17338764,1278343,Rejected
5154,2,Graduate,No,1066088,13299755,8,357,19033572,13998996,13542914,3032115,Rejected
5155,1,Graduate,No,7058947,7928655,4,736,7215409,7792590,24840217,690778,Rejected
5156,1,Not Graduate,No,1158003,17003651,2,410,1329785,11811984,9093432,4044064,Rejected
5157,1,Not Graduate,Yes,1305113,27273634,14,428,7179391,2821105,15276157,25343981,Approved
5158,0,Not Graduate,No,9822004,26978107,16,636,21076592,15099940,10221108,26919721,Approved
5159,0,Graduate,Yes,5528035,12303471,12,493,19538858,27038028,4379845,23411915,Approved
5160,0,Not Graduate,Yes,4534464,2821367,8,712,21060880,10289554,7150265,19128175,Approved
5161,2,Graduate,No,2592101,4372863,12,639,14742351,926109,1703728,28994797,Rejected
5162,5,Not Graduate,No,6495134,20676249,6,625,28549561,24436780,16247593,25777533,Rejected
5163,4,Graduate,Yes,9003967,2578315,16,307,9080961,22232465,4762315,22736538,Approved
5164,1,Graduate,No,6708714,8427210,20,328,4881539,16308429,20154352,6036207,Approved
5165,1,Not Graduate,Yes,7262126,26076068,4,411,21742164,17485885,17245667,26395783,Rejected
5166,2,Not Graduate,Yes,6842057,23870289,10,734,19535782,23095715,11776449,13327766,Rejected
5167,1,Not Graduate,No,4041483,19126806,2,460,2328033,4227939,28387850,20121083,Rejected
5168,0,Not Graduate,No,2012760,12893046,12,430,17933149,19084755,21555046,23139689,Rejected
5169,4,Graduate,Yes,4057689,13968805,4,487,9878917,28392243,17036641,12344700,Rejected
5170,3,Not Graduate,Yes,2363236,23143861,8,462,29567568,19374098,14261209,19420016,Approved
5171,1,Not Graduate,Yes,8363426,23407121,12,496,15234022,12353900,25676433,8181311,Approved
5172,0,Not Graduate,Yes,950930,20822745,20,774,8175576,26172715,15835732,1658332,Rejected
5173,3,Graduate,No,7902324,28391365,16,663,23943492,3947526,7604323,21228657,Rejected
5174,4,Graduate,No,8446232,12199747,16,503,7691332,7433976,23036851,26515475,Approved
5175,3,Not Graduate,No,3998408,6440107,12,511,28470931,9116075,4494893,21795984,Rejected
5176,0,Graduate,No,5903252,16172466,8,408,7059903,21427316,13292075,17548495,Approved
5177,5,Not Graduate,No,591006,24880476,16,575,5441039,19776067,27259157,24854034,Approved
5178,5,Graduate,Yes,4651785,8081530,16,372,6077234,3661306,15920820,4074999,Approved
5179,3,Graduate,No,1188725,15940284,20,466,194152,10412577,9019066,663431,Approved
5180,2,Graduate,No,9677376,27635617,2,559,1928356,997057,18745309,8966309,Rejected
5181,3,Graduate,No,706487,13879120,8,542,4797927,16102153,2444913,18365620,Rejected
5182,1,Not Graduate,No,6889308,20674922,8,574,9201352,15485919,6504938,10193756,Approved
5183,1,Not Graduate,No,4137820,26059572,14,401,19897028,3674153,7131390,13701736,Rejected
5184,5,Not Graduate,Yes,3784321,4201473,14,774,11601321,4748584,3787132,25418339,Rejected
5185,2,Graduate,Yes,7518523,27264481,16,472,3800760,24080614,20587037,3892825,Rejected
5186,0,Not Graduate,Yes,1178841,10314823,10,470,16504641,2212292,25961735,22130590,Rejected
5187,1,Not Graduate,No,5920712,24284876,14,440,975112,21147513,29959777,2871083,Approved
5188,5,Not Graduate,Yes,3952501,12422057,16,696,29843306,20395529,26891064,8998331,Rejected
5189,4,Graduate,Yes,8933840,2449991,18,487,4033123,28116325,25594734,21515595,Approved
5190,5,Graduate,No,2945840,23816739,6,740,22191445,1384410,28435784,8671734,Approved
5191,1,Graduate,No,5951973,23131182,6,385,555839,10695807,20814962,23319440,Rejected
5192,1,Not Graduate,No,1879904,24524957,8,775,614101,14174898,81171,2644046,Approved
5193,5,Not Graduate,Yes,7853172,22945770,10,351,449813,25451924,27639271,16511560,Rejected
5194,0,Not Graduate,Yes,1937188,11900518,20,410,8227489,12646791,18960664,27142054,Rejected
5195,3,Graduate,No,2156321,1424528,2,736,16115126,7330395,1189138,12537769,Approved
5196,1,Graduate,No,1038645,28701434,14,664,12234908,2048880,2249476,13355695,Rejected
5197,5,Not Graduate,Yes,5854552,12103831,18,641,13641125,2469606,19536590,11768203,Approved
5198,5,Graduate,Yes,5025121,25767217,16,342,27044090,13306957,14921599,6403679,Approved
5199,2,Graduate,No,6332801,26778005,10,510,21924717,19816532,13963591,5814104,Rejected
5200,3,Graduate,No,7411855,16652956,8,755,5121632,1045533,9840850,3763302,Rejected
5201,4,Graduate,Yes,7050091,29811349,14,799,22673937,1285844,3463894,17703313,Rejected
5202,0,Not Graduate,No,8290574,7450219,10,499,17328454,4673584,783258,1983438,Approved
5203,4,Graduate,Yes,3866823,19428040,14,597,29776832,26722056,18674215,21971167,Rejected
5204,3,Graduate,Yes,7870683,6265481,2,645,22672254,787600,2852889,16290309,Approved
5205,3,Graduate,Yes,2667354,14618723,2,539,3643488,4501572,24074266,17160825,Approved
5206,3,Graduate,Yes,9985961,24479908,20,414,10469888,16419897,9749181,19882219,Rejected
5207,4,Not Graduate,No,6939522,9527835,6,325,8388823,6961848,7371858,18640298,Rejected
5208,3,Not Graduate,No,5547999,19550271,4,706,12950659,5557821,10266495,19288179,Rejected
5209,5,Graduate,Yes,4885010,22970075,4,598,19672323,29133278,18538417,15248546,Approved
5210,4,Graduate,Yes,5318750,10080745,14,376,21826641,1485619,2337180,1753313,Rejected
5211,3,Graduate,Yes,5491536,1281854,20,711,11558170,18615740,3485862,19163365,Approved
5212,5,Graduate,Yes,9712863,7662314,4,436,7907386,26365223,18177723,3481591,Rejected
5213,2,Graduate,Yes,3971750,15284503,8,319,17794591,27817637,21012256,27414709,Rejected
5214,3,Graduate,No,4975156,15567593,4,739,272544,16899242,22306770,5766392,Approved
5215,4,Not Graduate,No,3265331,6830395,12,510,534633,15758910,12792036,2803005,Approved
5216,1,Graduate,No,8570297,26826151,16,539,5276776,5122194,24295378,15323076,Rejected
5217,3,Not Graduate,No,9476766,19434369,20,338,18641123,9670115,15310432,9674961,Rejected
5218,1,Not Graduate,Yes,3130723,10873863,8,734,16228027,11599520,27730286,19041935,Rejected
5219,5,Graduate,Yes,1365139,16410095,10,567,9203269,10993292,24453647,5256583,Rejected
5220,2,Not Graduate,Yes,8043159,8083610,8,506,27773245,17512269,2757398,13553496,Rejected
5221,0,Not Graduate,Yes,5884935,17411413,6,778,26482127,562167,388742,11434079,Approved
5222,2,Not Graduate,Yes,3401717,16547546,10,738,26088225,11508320,10710553,3044221,Approved
5223,3,Not Graduate,No,6785939,25619896,18,761,29873750,25477565,25808735,20903769,Approved
5224,1,Not Graduate,Yes,7316525,19583900,16,566,1120113,13539548,676935,5098227,Approved
5225,1,Not Graduate,No,2711738,19587074,16,453,10201961,12586538,10073732,11592789,Rejected
5226,4,Graduate,No,6192796,18256299,16,341,4592087,18436016,11511913,1661342,Approved
5227,1,Not Graduate,No,9178376,27560140,16,710,5093388,9932579,13015771,16230378,Approved
5228,4,Not Graduate,No,7322567,2901740,14,310,13053367,1807737,29239156,9208201,Approved
5229,5,Not Graduate,Yes,3139929,6648393,16,593,23737361,3751531,7793604,28498615,Rejected
5230,0,Graduate,No,3633211,13651235,16,397,29592245,27471113,401072,27639416,Approved
5231,3,Not Graduate,No,7940449,24061941,16,726,22793164,7919710,6722841,22423028,Rejected
5232,4,Graduate,No,2226199,25530166,20,574,20256880,19808517,16674948,5218907,Approved
5233,0,Not Graduate,Yes,5571915,24487130,14,747,28704996,11233080,2095637,2916933,Rejected
5234,1,Graduate,Yes,943945,8395873,2,689,29319338,14209920,19565518,7710611,Approved
5235,1,Graduate,Yes,7882003,5584946,8,729,15941926,16921670,24620443,25034884,Rejected
5236,0,Not Graduate,No,6810114,11684544,8,671,11047100,13019354,22358688,15780630,Approved
5237,1,Not Graduate,No,521253,26120415,10,529,4645289,24458772,9344618,23050888,Rejected
5238,5,Graduate,Yes,4103110,22078616,20,668,10531792,254043,11909910,5573945,Rejected
5239,5,Not Graduate,No,2776787,14724252,12,725,8893518,21614718,25909088,4886202,Approved
5240,0,Graduate,Yes,8190840,22418310,8,519,28607382,10948687,15140586,29984988,Rejected
5241,4,Graduate,Yes,7001553,20484400,4,364,9011698,4814647,25047057,26182607,Rejected
5242,4,Graduate,No,9838770,12300674,12,654,2029341,5631213,4859633,20684213,Approved
5243,0,Graduate,No,1774634,8873491,16,531,19794681,4924374,4468852,13900845,Approved
5244,4,Graduate,No,3255063,21547987,16,627,15962977,15601011,7742237,11659029,Rejected
5245,4,Not Graduate,No,1728807,19317940,14,742,27692739,1845733,23527193,23243967,Approved
5246,5,Graduate,Yes,9011383,6875293,12,351,19179330,22577845,29077196,10315271,Approved
5247,4,Graduate,Yes,5663515,19742946,4,673,14518342,24682651,14850598,17563002,Approved
5248,2,Not Graduate,Yes,8101748,13951138,14,730,28645623,21081604,15552153,2427667,Rejected
5249,3,Graduate,Yes,4963158,25120944,10,675,1769617,9402999,17196719,5311154,Rejected
5250,1,Not Graduate,Yes,9303208,10064281,12,562,10827369,15025940,6488000,12428621,Rejected
5251,2,Not Graduate,No,6681422,24874253,20,566,19625255,7321105,24363760,6557734,Rejected
5252,4,Not Graduate,Yes,2769070,21839440,16,658,25803333,17250222,14395813,14509348,Rejected
5253,5,Graduate,Yes,4913359,28054353,16,616,27562453,5584581,8318849,563889,Rejected
5254,0,Graduate,Yes,8140167,2094316,6,623,5369337,29340728,11568496,277834,Rejected
5255,4,Graduate,No,3331569,5300915,14,708,15848515,23926364,7608965,22284149,Approved
5256,5,Not Graduate,No,7822153,16078236,2,695,880432,14315538,16935469,5585056,Rejected
5257,3,Graduate,No,3019507,7760403,2,453,25632819,28050815,25835569,4730654,Rejected
5258,4,Not Graduate,No,1756715,16155892,14,657,15235953,25239392,24986277,29697658,Approved
5259,0,Graduate,Yes,8968865,7620241,20,665,15534442,28370112,3211369,20671541,Approved
5260,5,Not Graduate,Yes,2026534,2636675,18,439,6227740,7256300,1659537,10127275,Approved
5261,5,Graduate,No,1324143,16125440,14,726,13945748,1197442,1279898,22156321,Rejected
5262,5,Graduate,No,7846562,26872497,20,350,14649817,1199529,2364840,11675889,Approved
5263,3,Graduate,Yes,4302986,17316160,10,416,7857997,1790228,771143,20022214,Rejected
5264,4,Not Graduate,Yes,871616,18579065,16,720,29988602,7052514,6697947,3998585,Rejected
5265,3,Not Graduate,No,2460155,11117273,4,345,23917998,19100392,20683593,2816112,Rejected
5266,1,Graduate,No,9663766,18938284,18,608,21661515,9617959,15267600,6900725,Approved
5267,1,Graduate,No,3210527,25147347,12,387,3939625,26127682,12879606,29988886,Approved
5268,4,Not Graduate,No,2268967,2035891,18,507,1629618,14771352,29151677,1732141,Rejected
5269,3,Not Graduate,Yes,9804991,18530710,4,676,20151991,8860286,15595420,29449015,Rejected
5270,0,Not Graduate,Yes,8870043,26589001,6,568,27355826,26595564,1461433,16072326,Rejected
